"","Pathogens","Library","RPM","Tissue","Family","Type"
"83980","Strongyloides venezuelensis","M2209JYHJSH569CBX100",20.841919,"Gut","Strongyloididae","Eukaryote"
"84028","Strongyloides venezuelensis","M2209HYHMSW513CBX100",2.6006058,"Gut","Strongyloididae","Eukaryote"
"84043","Strongyloides venezuelensis","M2212YFWDSW615CX100",2.3440204,"Gut","Strongyloididae","Eukaryote"
"84088","Strongyloides venezuelensis","M2212SZHJSH768CX100",3.370101,"Gut","Strongyloididae","Eukaryote"
"84102","Tritrichomonas sp","M2212SZHMSW724CX100",9.8001916,"Gut","Tritrichomonadidae","Eukaryote"
"84127","Tritrichomonas sp","M2201APBCSW090C",27.944918,"Gut","Tritrichomonadidae","Eukaryote"
"84156","Tritrichomonas sp","M2212SZWDSW735CN",22.401521,"Gut","Tritrichomonadidae","Eukaryote"
"84168","Tritrichomonas sp","M2112ZJHXSH142C",443.4089866,"Gut","Tritrichomonadidae","Eukaryote"
"84236","Tritrichomonas sp","M2204APHJSH260C",2.3333844,"Gut","Tritrichomonadidae","Eukaryote"
"84245","Tritrichomonas sp","M2211APBCSW502CBX100",44.5933045,"Gut","Tritrichomonadidae","Eukaryote"
"84253","Tritrichomonas sp","M2301ZJHMSW854C",21.5005321,"Gut","Tritrichomonadidae","Eukaryote"
"84266","Tritrichomonas sp","M2301APHXSH777CX100",19.6890506,"Gut","Tritrichomonadidae","Eukaryote"
"84273","Tritrichomonas sp","M2112ZJHXSH148CRE",238.2632085,"Gut","Tritrichomonadidae","Eukaryote"
"84316","Tritrichomonas sp","M2212SSHJSH640C",5.1101409,"Gut","Tritrichomonadidae","Eukaryote"
"84335","Tritrichomonas sp","M2201ZJHMSW164C",1.1752203,"Gut","Tritrichomonadidae","Eukaryote"
"84359","Tritrichomonas sp","M2209HYHMSW513CBX100",15.5616979,"Gut","Tritrichomonadidae","Eukaryote"
"84375","Tritrichomonas sp","M2112ZJHJSH136C",1.7755372,"Gut","Tritrichomonadidae","Eukaryote"
"84444","Tritrichomonas sp","M2207ZJHMSW382CN",72.497336,"Gut","Tritrichomonadidae","Eukaryote"
"84479","Tritrichomonas sp","M2112DBH47C",371.971426,"Gut","Tritrichomonadidae","Eukaryote"
"84485","Tritrichomonas sp","M2212SGHXSH663CX100",54.3229608,"Gut","Tritrichomonadidae","Eukaryote"
"84503","Tritrichomonas sp","M2112ZJHXSH138CRX100",60.383993,"Gut","Tritrichomonadidae","Eukaryote"
"84505","Tritrichomonas sp","M2201APHJSH089C",10.84006,"Gut","Tritrichomonadidae","Eukaryote"
"84517","Tritrichomonas sp","M2204APHMSW294C",3.1579128,"Gut","Tritrichomonadidae","Eukaryote"
"84543","Tritrichomonas sp","M2112DBH26C",1.016092,"Gut","Tritrichomonadidae","Eukaryote"
"84559","Tritrichomonas sp","M2112ZJWDSW118C",323.9921696,"Gut","Tritrichomonadidae","Eukaryote"
"84581","Tritrichomonas sp","M2212SSHXSH649CX100",5.9377783,"Gut","Tritrichomonadidae","Eukaryote"
"84639","Tritrichomonas sp","M2212SGHXSH667CX100",89.693275,"Gut","Tritrichomonadidae","Eukaryote"
"84668","Tritrichomonas sp","M2204ZJQMSW212C",10.430804,"Gut","Tritrichomonadidae","Eukaryote"
"84682","Tritrichomonas sp","M2201ZJHMSW161C",2.632205,"Gut","Tritrichomonadidae","Eukaryote"
"84745","Tritrichomonas sp","M2201APBCSW091C",6.278633,"Gut","Tritrichomonadidae","Eukaryote"
"84749","Tritrichomonas sp","M2201ZJBCSW156C",3.3781277,"Gut","Tritrichomonadidae","Eukaryote"
"84797","Tritrichomonas sp","M2210ZJBCSW413C",24.11076,"Gut","Tritrichomonadidae","Eukaryote"
"84824","Tritrichomonas sp","M2112DBH51C",22.111052,"Gut","Tritrichomonadidae","Eukaryote"
"84934","Tritrichomonas sp","M2112ZJHMSW126C",7.1446401,"Gut","Tritrichomonadidae","Eukaryote"
"85047","Tritrichomonas sp","M2211APHXSH491C",8.7096116,"Gut","Tritrichomonadidae","Eukaryote"
"85101","Tritrichomonas sp","M2212SGHXSH668CX100",16.792112,"Gut","Tritrichomonadidae","Eukaryote"
"85155","Tritrichomonas sp","M2201APHXSH079F",2.6939706,"Lung","Tritrichomonadidae","Eukaryote"
"85164","Tritrichomonas sp","M2206APBCSW305C",9.174078,"Gut","Tritrichomonadidae","Eukaryote"
"85317","Trypanosoma lewis","M2112ZJHXSH143F",2.0133498,"Lung","Trypanosomatidae","Eukaryote"
"85381","Trypanosoma lewis","M2201ZJHJSH177F",3.908308,"Lung","Trypanosomatidae","Eukaryote"
"85419","Trypanosoma lewis","M2201ZJHJSH174F",6.904554,"Lung","Trypanosomatidae","Eukaryote"
"85486","Trypanosoma lewis","M2212SZHJSH769PX100",3.217419,"Spleen","Trypanosomatidae","Eukaryote"
"85563","Trypanosoma lewis","M2212YFWDSW606CNX100",2.086065,"Gut","Trypanosomatidae","Eukaryote"
"85567","Trypanosoma lewis","M2204ZJHMSW214F",3.091196,"Lung","Trypanosomatidae","Eukaryote"
"85574","Trypanosoma lewis","M2206APHJSH330F",1.0100713,"Lung","Trypanosomatidae","Eukaryote"
"85576","Trypanosoma lewis","M2211ZJHXSH449F",43.58977,"Lung","Trypanosomatidae","Eukaryote"
"85584","Trypanosoma lewis","M2206APHXSH341F",94.60526,"Lung","Trypanosomatidae","Eukaryote"
"85588","Trypanosoma lewis","M2301ZJHXSH834FX100",1.7551461,"Lung","Trypanosomatidae","Eukaryote"
"85609","Trypanosoma lewis","M2209HYHJSH546FB",31.23735,"Lung","Trypanosomatidae","Eukaryote"
"85618","Trypanosoma lewis","M2212SZHJSH769F",5.922823,"Lung","Trypanosomatidae","Eukaryote"
"85635","Trypanosoma lewis","M2204ZJHXSH188F",3.366679,"Lung","Trypanosomatidae","Eukaryote"
"85788","Trypanosoma lewis","M2204APHJSH262F",20.818949,"Lung","Trypanosomatidae","Eukaryote"
"85818","Trypanosoma lewis","M2212SZHXSH753FX100",17.783309,"Lung","Trypanosomatidae","Eukaryote"
"85847","Trypanosoma lewis","M2212SGHJSH673FNX100",1.134572,"Lung","Trypanosomatidae","Eukaryote"
"85867","Trypanosoma lewis","M2301ZJHJSH848FX100",1.297014,"Lung","Trypanosomatidae","Eukaryote"
"85931","Trypanosoma lewis","M2212YFWDSW606FB",2.94937,"Lung","Trypanosomatidae","Eukaryote"
"85976","Trypanosoma lewis","M2204ZJHJSH185F",8.744624,"Lung","Trypanosomatidae","Eukaryote"
"85986","Trypanosoma lewis","M2201APHXSH083F",19.443295,"Lung","Trypanosomatidae","Eukaryote"
"86017","Trypanosoma lewis","M2112ZJHXSH144F",6.649969,"Lung","Trypanosomatidae","Eukaryote"
"86072","Trypanosoma lewis","M2212SZHXSH741FX100",5.983709,"Lung","Trypanosomatidae","Eukaryote"
"86092","Trypanosoma lewis","M2212SGHJSH681FX100",1.897647,"Lung","Trypanosomatidae","Eukaryote"
"86151","Trypanosoma lewis","M2204APHMSW296P",1.235636,"Spleen","Trypanosomatidae","Eukaryote"
"86234","Trypanosoma lewis","M2206APHXSH341P",4.081366,"Spleen","Trypanosomatidae","Eukaryote"
"86257","Trypanosoma lewis","M2204APHMSW296F",44.69606,"Lung","Trypanosomatidae","Eukaryote"
"86302","Trypanosoma lewis","M2112DBH16F",22.33742,"Lung","Trypanosomatidae","Eukaryote"
"86325","Trypanosoma lewis","M2112DBH30F",4.647293,"Lung","Trypanosomatidae","Eukaryote"
"86350","Trypanosoma lewis","M2201ZJHXSH180F",39.926094,"Lung","Trypanosomatidae","Eukaryote"
"86365","Trypanosoma lewis","M2212SGHJSH682FX100",1.612126,"Lung","Trypanosomatidae","Eukaryote"
"86424","Trypanosoma lewis","M2201ZJHMSW161F",26.73616,"Lung","Trypanosomatidae","Eukaryote"
"86430","Trypanosoma lewis","M2112DBH31F",1.7057981,"Lung","Trypanosomatidae","Eukaryote"
"86446","Wenzhou Apodemus agrarius hepacivirus 1","M2206APCQJH323F",17.41799,"Lung","Flaviviridae","RNA Virus"
"86539","Wenzhou Apodemus agrarius hepacivirus 1","M2211APCQJH469P",28.5736,"Spleen","Flaviviridae","RNA Virus"
"86547","Wenzhou Apodemus agrarius hepacivirus 1","M2212SGCQJH661FX100",4.48144,"Lung","Flaviviridae","RNA Virus"
"86595","Wenzhou Apodemus agrarius hepacivirus 1","M2112ZJCQJH149F",15.11484,"Lung","Flaviviridae","RNA Virus"
"86605","Wenzhou Apodemus agrarius hepacivirus 1","M2209HYCQJH527PBX100",4.053529,"Spleen","Flaviviridae","RNA Virus"
"86616","Wenzhou Apodemus agrarius hepacivirus 1","M2211APCQJH467P",7.05399,"Spleen","Flaviviridae","RNA Virus"
"86648","Wenzhou Apodemus agrarius hepacivirus 1","M2204APCQJH252RPX100",28.395451,"Spleen","Flaviviridae","RNA Virus"
"86720","Wenzhou Apodemus agrarius hepacivirus 1","M2211APCQJH467F",1.007923,"Lung","Flaviviridae","RNA Virus"
"86770","Wenzhou Apodemus agrarius hepacivirus 1","M2201APCQJH073F",14.8972778,"Lung","Flaviviridae","RNA Virus"
"86793","Wenzhou Apodemus agrarius hepacivirus 1","M2201APCQJH070F",3.015912,"Lung","Flaviviridae","RNA Virus"
"86829","Wenzhou Apodemus agrarius hepacivirus 1","M2209HYCQJH526PBX100",29.09019,"Spleen","Flaviviridae","RNA Virus"
"86897","Wenzhou Apodemus agrarius hepacivirus 1","M2201APCQJH073CRX100",2.077423,"Gut","Flaviviridae","RNA Virus"
"87025","Wenzhou Apodemus agrarius hepacivirus 1","M2112DBH06P",2.25168,"Spleen","Flaviviridae","RNA Virus"
"87036","Wenzhou Apodemus agrarius hepacivirus 1","M2201APCQJH078F",5.073196,"Lung","Flaviviridae","RNA Virus"
"87101","Wenzhou Apodemus agrarius hepacivirus 1","M2201APCQJH076F",3.686997,"Lung","Flaviviridae","RNA Virus"
"87114","Wenzhou Apodemus agrarius hepacivirus 1","M2112DBH01F",8.04316,"Lung","Flaviviridae","RNA Virus"
"87150","Wenzhou Apodemus agrarius hepacivirus 1","M2209HYCQJW510PBX100",3.02684,"Spleen","Flaviviridae","RNA Virus"
"87167","Wenzhou Apodemus agrarius hepacivirus 1","M2204APCQJH251RPX100",2.36469,"Spleen","Flaviviridae","RNA Virus"
"87210","Wenzhou Apodemus agrarius hepacivirus 1","M2201APCQJH066P",3.26869,"Spleen","Flaviviridae","RNA Virus"
"87224","Wenzhou Apodemus agrarius hepacivirus 1","M2206APCQJH318F",24.2331942,"Lung","Flaviviridae","RNA Virus"
"87266","Wenzhou Apodemus agrarius hepacivirus 1","M2209HYCQJH532PBX100",18.98172,"Spleen","Flaviviridae","RNA Virus"
"87276","Wenzhou Apodemus agrarius hepacivirus 1","M2209HYCQJH535PBX100",377.78,"Spleen","Flaviviridae","RNA Virus"
"87487","Wenzhou Apodemus agrarius hepacivirus 1","M2201APCQJH068F",2.221636,"Lung","Flaviviridae","RNA Virus"
"87541","Wenzhou Apodemus agrarius hepacivirus 1","M2204APCQJH251F",1.586501,"Lung","Flaviviridae","RNA Virus"
"87564","Wenzhou Apodemus agrarius hepacivirus 1","M2201APCQJH077F",11.147454,"Lung","Flaviviridae","RNA Virus"
"87581","Wenzhou Apodemus agrarius hepacivirus 1","M2112DBH02P",1.133621,"Spleen","Flaviviridae","RNA Virus"
"87602","Wnezhou virus","M2212SSBCSW621PX100",185.64459,"Spleen","Arenaviridae","RNA Virus"
"87608","Wnezhou virus","M2210ZJHJSH399F",2627.286,"Lung","Arenaviridae","RNA Virus"
"87629","Wnezhou virus","M2206ZJHJSH355P",947.5951,"Spleen","Arenaviridae","RNA Virus"
"87634","Wnezhou virus","M2206APBCSW303F",3553.383,"Lung","Arenaviridae","RNA Virus"
"87656","Wnezhou virus","M2211ZJBCSW438F",8697.206,"Lung","Arenaviridae","RNA Virus"
"87663","Wnezhou virus","M2201APHXSH084P",288.21747,"Spleen","Arenaviridae","RNA Virus"
"87672","Wnezhou virus","M2206APBCSW303P",1269.6838,"Spleen","Arenaviridae","RNA Virus"
"87677","Wnezhou virus","M2212SGHMSW708FNX100",9.366762,"Lung","Arenaviridae","RNA Virus"
"87688","Wnezhou virus","M2112DBH16P",388.636,"Spleen","Arenaviridae","RNA Virus"
"87694","Wnezhou virus","M2204APBCSW286C",3.4645456,"Gut","Arenaviridae","RNA Virus"
"87700","Wnezhou virus","M2212SGBCSW700FNX100",6979.76,"Lung","Arenaviridae","RNA Virus"
"87720","Wnezhou virus","M2112DBH44C",267.42,"Gut","Arenaviridae","RNA Virus"
"87727","Wnezhou virus","M2211ZJBCSW438P",10902.77457,"Spleen","Arenaviridae","RNA Virus"
"87729","Wnezhou virus","M2212SSHXSH659PX100",4.772203,"Spleen","Arenaviridae","RNA Virus"
"87734","Wnezhou virus","M2112DBH30F",194.8824,"Lung","Arenaviridae","RNA Virus"
"87736","Wnezhou virus","M2212SZHJSH755P",426.0619,"Spleen","Arenaviridae","RNA Virus"
"87753","Wnezhou virus","M2301APBCSW803PX100",24.293168,"Spleen","Arenaviridae","RNA Virus"
"87771","Wnezhou virus","M2112DBH33C",400.5076,"Gut","Arenaviridae","RNA Virus"
"87791","Wnezhou virus","M2211APHXSH484C",1501.098,"Gut","Arenaviridae","RNA Virus"
"87818","Wnezhou virus","M2112DBH19C",3822.37,"Gut","Arenaviridae","RNA Virus"
"87823","Wnezhou virus","M2206APBCSW304C",8236.007,"Gut","Arenaviridae","RNA Virus"
"87839","Wnezhou virus","M2201APHXSH084C",1957.0500972,"Gut","Arenaviridae","RNA Virus"
"87843","Wnezhou virus","M2112DBH42F",9050.7858515,"Lung","Arenaviridae","RNA Virus"
"87848","Wnezhou virus","M2112DBH33F",4753.364983,"Lung","Arenaviridae","RNA Virus"
"87850","Wnezhou virus","M2212SGBCSW700CX100",4737.18255,"Gut","Arenaviridae","RNA Virus"
"87852","Wnezhou virus","M2112DBH56P",432.61472,"Spleen","Arenaviridae","RNA Virus"
"87865","Wnezhou virus","M2212SGHMSW717FNX100",16.3541695,"Lung","Arenaviridae","RNA Virus"
"87867","Wnezhou virus","M2201ZJBCSW156P",682.5598,"Spleen","Arenaviridae","RNA Virus"
"87887","Wnezhou virus","M2112DBH42C",3679.2391,"Gut","Arenaviridae","RNA Virus"
"87909","Wnezhou virus","M2201ZJBCSW156C",3032.9,"Gut","Arenaviridae","RNA Virus"
"87922","Wnezhou virus","M2210ZJHMSW427F",19.946042,"Lung","Arenaviridae","RNA Virus"
"87925","Wnezhou virus","M2112ZJHJSH135CRX100",14.862828,"Gut","Arenaviridae","RNA Virus"
"87955","Wnezhou virus","M2301APBCSW797PX100",109.589667,"Spleen","Arenaviridae","RNA Virus"
"87962","Wnezhou virus","M2211APBCSW496C",3201.95,"Gut","Arenaviridae","RNA Virus"
"87964","Wnezhou virus","M2201APBCSW096F",24.99283,"Lung","Arenaviridae","RNA Virus"
"88019","Wnezhou virus","M2301ZJHJSH846PX100",1068.309,"Spleen","Arenaviridae","RNA Virus"
"88029","Wnezhou virus","M2301ZJHJSH849C",2667.67,"Gut","Arenaviridae","RNA Virus"
"88060","Wnezhou virus","M2201APHXSH084F",9937.2,"Lung","Arenaviridae","RNA Virus"
"88065","Wnezhou virus","M2112ZJHJSH133P",17.82023,"Spleen","Arenaviridae","RNA Virus"
"88079","Wnezhou virus","M2206ZJHJSH355RF",540.87387,"Lung","Arenaviridae","RNA Virus"
"88081","Wnezhou virus","M2204APBCSW284C",719.52121,"Gut","Arenaviridae","RNA Virus"
"88084","Wnezhou virus","M2201ZJHMSW164C",20.566339,"Gut","Arenaviridae","RNA Virus"
"88088","Wnezhou virus","M2201ZJBCSW156F",1430.608849,"Lung","Arenaviridae","RNA Virus"
"88094","Wnezhou virus","M2112DBH19P",1380.854,"Spleen","Arenaviridae","RNA Virus"
"88109","Wnezhou virus","M2112DBH56C",10804.42,"Gut","Arenaviridae","RNA Virus"
"88114","Wnezhou virus","M2301APBCSW805P",89.19402,"Spleen","Arenaviridae","RNA Virus"
"88136","Wnezhou virus","M2112DBH44P",92.269115,"Spleen","Arenaviridae","RNA Virus"
"88141","Wnezhou virus","M2301APBCSW803F",247.076,"Lung","Arenaviridae","RNA Virus"
"88158","Wnezhou virus","M2211ZJBCSW438C",6260.35,"Gut","Arenaviridae","RNA Virus"
"88170","Wnezhou virus","M2212SZHJSH755FX100",4023.95,"Lung","Arenaviridae","RNA Virus"
"88181","Wnezhou virus","M2211ZJHJSH444P",447.3029,"Spleen","Arenaviridae","RNA Virus"
"88192","Wnezhou virus","M2209JYHJSH575CX100",7.227138,"Gut","Arenaviridae","RNA Virus"
"88196","Wnezhou virus","M2112DBH34F",113.89337,"Lung","Arenaviridae","RNA Virus"
"88220","Wnezhou virus","M2206ZJBCSW369RF",288.987057,"Lung","Arenaviridae","RNA Virus"
"88224","Wnezhou virus","M2204APBCSW284F",4871.1808,"Lung","Arenaviridae","RNA Virus"
"88236","Wnezhou virus","M2211APHJSH474F",145.31823,"Lung","Arenaviridae","RNA Virus"
"88251","Wnezhou virus","M2210ZJBCSW414RPX100",19.496611,"Spleen","Arenaviridae","RNA Virus"
"88258","Wnezhou virus","M2112DBH19F",2914.09,"Lung","Arenaviridae","RNA Virus"
"88262","Wnezhou virus","M2211ZJHJSH444C",6808.4394092,"Gut","Arenaviridae","RNA Virus"
"88266","Wnezhou virus","M2201APBCSW098P",7.63942,"Spleen","Arenaviridae","RNA Virus"
"88271","Wnezhou virus","M2204APBCSW284P",583.53229,"Spleen","Arenaviridae","RNA Virus"
"88281","Wnezhou virus","M2206ZJBCSW369P",218.1519,"Spleen","Arenaviridae","RNA Virus"
"88285","Wnezhou virus","M2211APBCSW494F",19.547987,"Lung","Arenaviridae","RNA Virus"
"88286","Wnezhou virus","M2212SSBCSW621FBX100",4402.5489101,"Lung","Arenaviridae","RNA Virus"
"88288","Wnezhou virus","M2112DBH50F",84.324642,"Lung","Arenaviridae","RNA Virus"
"88289","Wnezhou virus","M2112DBH42P",806.22959,"Spleen","Arenaviridae","RNA Virus"
"88292","Wnezhou virus","M2212SSHJSH643C",179.39077,"Gut","Arenaviridae","RNA Virus"
"88321","Wnezhou virus","M2112DBH56F",7481.922,"Lung","Arenaviridae","RNA Virus"
"88327","Wnezhou virus","M2301APBCSW797F",51.38143,"Lung","Arenaviridae","RNA Virus"
"88339","Wnezhou virus","M2211ZJBCSW437F",204.4924,"Lung","Arenaviridae","RNA Virus"
"88342","Wnezhou virus","M2112DBH33P",270.8494,"Spleen","Arenaviridae","RNA Virus"
"88377","Wnezhou virus","M2211APBCSW496P",761.5337,"Spleen","Arenaviridae","RNA Virus"
"88380","Wnezhou virus","M2212SGBCSW700PN",468.5333,"Spleen","Arenaviridae","RNA Virus"
"88387","Wnezhou virus","M2206ZJHJSH355RCN",118.37919,"Gut","Arenaviridae","RNA Virus"
"88407","Wnezhou virus","M2112DBH16F",3917.1,"Lung","Arenaviridae","RNA Virus"
"88421","Wnezhou virus","M2301APBCSW805F",2492.6168,"Lung","Arenaviridae","RNA Virus"
"88430","Wnezhou virus","M2211APBCSW505CBX100",17.244712,"Gut","Arenaviridae","RNA Virus"
"88442","Wnezhou virus","M2301ZJHJSH848FX100",6644.28,"Lung","Arenaviridae","RNA Virus"
"88449","Wnezhou virus","M2210ZJHXSH405F",5612.39,"Lung","Arenaviridae","RNA Virus"
"88452","Wnezhou virus","M2201APBCSW098F",44.927133,"Lung","Arenaviridae","RNA Virus"
"88457","Wnezhou virus","M2210ZJHXSH405C",3633.14,"Gut","Arenaviridae","RNA Virus"
"88459","Wnezhou virus","M2301APBCSW805CX100",5073.1781,"Gut","Arenaviridae","RNA Virus"
"88467","Wnezhou virus","M2211ZJHJSH444F",14928.2457,"Lung","Arenaviridae","RNA Virus"
"88470","Wnezhou virus","M2301ZJBCSW814FX100",156.726,"Lung","Arenaviridae","RNA Virus"
"88478","Wnezhou virus","M2206APBCSW304P",2115.0628,"Spleen","Arenaviridae","RNA Virus"
"88480","Wnezhou virus","M2212SSHXSH657FB",137.611,"Lung","Arenaviridae","RNA Virus"
"88532","Wnezhou virus","M2301APBCSW803CX100",61.09781,"Gut","Arenaviridae","RNA Virus"
"88546","Wnezhou virus","M2201ZJBCSW154F",58.467745,"Lung","Arenaviridae","RNA Virus"
"88553","Wnezhou virus","M2206APBCSW303C",3388.37,"Gut","Arenaviridae","RNA Virus"
"88563","Wnezhou virus","M2112DBH16C",1172.241,"Gut","Arenaviridae","RNA Virus"
"88589","Wnezhou virus","M2301ZJHJSH846FX100",8771.8316,"Lung","Arenaviridae","RNA Virus"
"88636","Wnezhou virus","M2206APBCSW304F",4894.0849,"Lung","Arenaviridae","RNA Virus"
"88637","Wnezhou virus","M2210ZJHMSW427RPX100",165.35598,"Spleen","Arenaviridae","RNA Virus"
"88662","Wnezhou virus","M2212SZHJSH764PX100",11.484787,"Spleen","Arenaviridae","RNA Virus"
"88664","Wnezhou virus","M2301ZJHXSH836FX100",4616.94,"Lung","Arenaviridae","RNA Virus"
"88668","Wnezhou virus","M2211APHXSH484P",2351.1,"Spleen","Arenaviridae","RNA Virus"
"88672","Wnezhou virus","M2112DBH44F",174.74245,"Lung","Arenaviridae","RNA Virus"
"88674","Wnezhou virus","M2204APBCSW285C",3900.3281,"Gut","Arenaviridae","RNA Virus"
"88695","Wnezhou virus","M2212SZHJSH755CX100",10797.04,"Gut","Arenaviridae","RNA Virus"
"88697","Wnezhou virus","M2211APBCSW496F",3382.8481,"Lung","Arenaviridae","RNA Virus"
"88706","Wnezhou virus","M2212SSHJSH643FB",202.44245,"Lung","Arenaviridae","RNA Virus"
"88721","Wnezhou virus","M2301APBCSW796FX100",706.45431,"Lung","Arenaviridae","RNA Virus"
"88749","Wnezhou virus","M2301ZJHXSH836C",874.042,"Gut","Arenaviridae","RNA Virus"
"88763","Wnezhou virus","M2301ZJHJSH846CX100",6749.99,"Gut","Arenaviridae","RNA Virus"
