"","Library","Pathogens","RPM","Tissue","Family","Type","Individual"
"1086","M2212SGHMSW717FNX100","Wenzhou virus",16.3541695,"Lung","Arenaviridae","RNA Virus","M2212SGHMSW717"
"1087","M2212SGHMSW717P","Bartonella kosoyi",273.255,"Spleen","Bartonellaceae","Bacteria","M2212SGHMSW717"
"1088","M2212SGHMSW717P","Rat minute virus 2a",78.156732,"Spleen","Parvoviridae","DNA Virus","M2212SGHMSW717"
"1089","M2212SGHMSW719CX100","Rat minute virus 2a",7.928242,"Gut","Parvoviridae","DNA Virus","M2212SGHMSW719"
"1090","M2212SGHMSW719PX100","Bartonella kosoyi",135.4,"Spleen","Bartonellaceae","Bacteria","M2212SGHMSW719"
"1091","M2212SGHMSW720FX100","Pneumocystis wakefieldiae",54.294523,"Lung","Pneumocystaceae","Eukaryote","M2212SGHMSW720"
"1092","M2212SGHXSH662FNX100","Norway rat pestivirus",3.640209,"Lung","Flaviviridae","RNA Virus","M2212SGHXSH662"
"1093","M2212SGHXSH662FNX100","Rodent pegivirus",28.683473,"Lung","Flaviviridae","RNA Virus","M2212SGHXSH662"
"1094","M2212SGHXSH662PX100","Rodent pegivirus",5.609667,"Spleen","Flaviviridae","RNA Virus","M2212SGHXSH662"
"1095","M2212SGHXSH662PX100","Norway rat pestivirus",69.684907,"Spleen","Flaviviridae","RNA Virus","M2212SGHXSH662"
"1096","M2212SGHXSH663CX100","Rodent astrovirus 3",7.89283,"Gut","Astroviridae","RNA Virus","M2212SGHXSH663"
"1097","M2212SGHXSH663CX100","Tritrichomonas sp",54.3229608,"Gut","Tritrichomonadidae","Eukaryote","M2212SGHXSH663"
"1098","M2212SGHXSH663CX100","Giardia sp1",1.151624,"Gut","Hexamitidae","Eukaryote","M2212SGHXSH663"
"1099","M2212SGHXSH663CX100","Monocercomonoides",2.022365,"Gut","Oxymonadida_Unclassified","Eukaryote","M2212SGHXSH663"
"1100","M2212SGHXSH664CX100","Guangdong murine mastadenovirus 2",29.015126,"Gut","Adenoviridae","DNA Virus","M2212SGHXSH664"
"1101","M2212SGHXSH667CX100","Hunnivirus A",12.046254,"Gut","Picornaviridae","RNA Virus","M2212SGHXSH667"
"1102","M2212SGHXSH667CX100","Rodent astrovirus 3",250.029801,"Gut","Astroviridae","RNA Virus","M2212SGHXSH667"
"1103","M2212SGHXSH667CX100","Giardia sp1",2.171131,"Gut","Hexamitidae","Eukaryote","M2212SGHXSH667"
"1104","M2212SGHXSH667CX100","Tritrichomonas sp",89.693275,"Gut","Tritrichomonadidae","Eukaryote","M2212SGHXSH667"
"1105","M2212SGHXSH668CX100","Rodent astrovirus 1",5921.522,"Gut","Astroviridae","RNA Virus","M2212SGHXSH668"
"1106","M2212SGHXSH668CX100","Rodent astrovirus 3",31.169383,"Gut","Astroviridae","RNA Virus","M2212SGHXSH668"
"1107","M2212SGHXSH668CX100","Giardia sp1",8.507504,"Gut","Hexamitidae","Eukaryote","M2212SGHXSH668"
"1108","M2212SGHXSH668CX100","Tritrichomonas sp",16.792112,"Gut","Tritrichomonadidae","Eukaryote","M2212SGHXSH668"
"1109","M2212SGHXSH669C","Cryptosporidium ubiquitum",1.890682,"Gut","Cryptosporidiidae","Eukaryote","M2212SGHXSH669"
"1110","M2212SGWDSW689CN","Rat minute virus 2a",6313.073,"Gut","Parvoviridae","DNA Virus","M2212SGWDSW689"
"1111","M2212SSBCSW621FBX100","Rat hepatitis E virus",71.8606,"Lung","Hepeviridae","RNA Virus","M2212SSBCSW621"
"1112","M2212SSBCSW621FBX100","Wenzhou virus",4402.5489101,"Lung","Arenaviridae","RNA Virus","M2212SSBCSW621"
"1113","M2212SSBCSW621PX100","Wenzhou virus",185.64459,"Spleen","Arenaviridae","RNA Virus","M2212SSBCSW621"
"1114","M2212SSBCSW622CX100","Rodent astrovirus 3",240.5884,"Gut","Astroviridae","RNA Virus","M2212SSBCSW622"
"1115","M2212SSBCSW623PN","Rat minute virus 2a",270.6549,"Spleen","Parvoviridae","DNA Virus","M2212SSBCSW623"
"1116","M2212SSCQJH633FB","Rat minute virus 2a",384.1236,"Lung","Parvoviridae","DNA Virus","M2212SSCQJH633"
"1117","M2212SSHJSH634F","Bartonella kosoyi",53.3937,"Lung","Bartonellaceae","Bacteria","M2212SSHJSH634"
"1118","M2212SSHJSH635PX100","Orthohantavirus seoulense",178.47855,"Spleen","Hantaviridae","RNA Virus","M2212SSHJSH635"
"1119","M2212SSHJSH635PX100","Rat minute virus 2a",14.2309462,"Spleen","Parvoviridae","DNA Virus","M2212SSHJSH635"
"1120","M2212SSHJSH636PX100","Mischivirus E",3.248545,"Spleen","Picornaviridae","RNA Virus","M2212SSHJSH636"
"1121","M2212SSHJSH638FBX100","Rodent pegivirus",8.572889,"Lung","Flaviviridae","RNA Virus","M2212SSHJSH638"
"1122","M2212SSHJSH638PX100","Guangdong Rattus norvegicus arterivirus virus",7.16497,"Spleen","Arteriviridae","RNA Virus","M2212SSHJSH638"
"1123","M2212SSHJSH640C","Rodent astrovirus 2",216.216,"Gut","Astroviridae","RNA Virus","M2212SSHJSH640"
"1124","M2212SSHJSH640C","Tritrichomonas sp",5.1101409,"Gut","Tritrichomonadidae","Eukaryote","M2212SSHJSH640"
"1125","M2212SSHJSH640C","Rodent astrovirus 3",101.524292,"Gut","Astroviridae","RNA Virus","M2212SSHJSH640"
"1126","M2212SSHJSH641F","Orthohantavirus seoulense",235.9193,"Lung","Hantaviridae","RNA Virus","M2212SSHJSH641"
"1127","M2212SSHJSH641PX100","Bartonella kosoyi",13.8124,"Spleen","Bartonellaceae","Bacteria","M2212SSHJSH641"
"1128","M2212SSHJSH641PX100","Orthohantavirus seoulense",58.370999,"Spleen","Hantaviridae","RNA Virus","M2212SSHJSH641"
"1129","M2212SSHJSH643C","Wenzhou virus",179.39077,"Gut","Arenaviridae","RNA Virus","M2212SSHJSH643"
"1130","M2212SSHJSH643FB","Wenzhou virus",202.44245,"Lung","Arenaviridae","RNA Virus","M2212SSHJSH643"
"1131","M2212SSHXSH649CX100","Tritrichomonas sp",5.9377783,"Gut","Tritrichomonadidae","Eukaryote","M2212SSHXSH649"
"1132","M2212SSHXSH649CX100","Nippostrongylus brasiliensis",1.4727567,"Gut","Ancylostomatidae","Eukaryote","M2212SSHXSH649"
"1133","M2212SSHXSH649CX100","Norwalk virus",142.24937,"Gut","Caliciviridae","RNA Virus","M2212SSHXSH649"
"1134","M2212SSHXSH650CX100","Giardia sp1",2.985895,"Gut","Hexamitidae","Eukaryote","M2212SSHXSH650"
"1135","M2212SSHXSH654CX100","Rat minute virus 2a",3649.071,"Gut","Parvoviridae","DNA Virus","M2212SSHXSH654"
"1136","M2212SSHXSH654FX100","Rat minute virus 2a",67.6435,"Lung","Parvoviridae","DNA Virus","M2212SSHXSH654"
"1137","M2212SSHXSH654PX100","Rat minute virus 2a",1771.46,"Spleen","Parvoviridae","DNA Virus","M2212SSHXSH654"
"1138","M2212SSHXSH656FX100","Guangdong rodent orbivirus",723.9145,"Lung","Sedoreoviridae","RNA Virus","M2212SSHXSH656"
"1139","M2212SSHXSH656FX100","Rodent pegivirus",12.021518,"Lung","Flaviviridae","RNA Virus","M2212SSHXSH656"
"1140","M2212SSHXSH656FX100","Pneumocystis carinii",5.836718,"Lung","Pneumocystaceae","Eukaryote","M2212SSHXSH656"
"1141","M2212SSHXSH656PX100","Guangdong rodent orbivirus",20.07682,"Spleen","Sedoreoviridae","RNA Virus","M2212SSHXSH656"
"1142","M2212SSHXSH657FB","Wenzhou virus",137.611,"Lung","Arenaviridae","RNA Virus","M2212SSHXSH657"
"1143","M2212SSHXSH659FX100","Pneumocystis wakefieldiae",1.1950436,"Lung","Pneumocystaceae","Eukaryote","M2212SSHXSH659"
"1144","M2212SSHXSH659FX100","Beilong virus",30.2346,"Lung","Paramyxoviridae","RNA Virus","M2212SSHXSH659"
"1145","M2212SSHXSH659PX100","Beilong virus",7.051064,"Spleen","Paramyxoviridae","RNA Virus","M2212SSHXSH659"
"1146","M2212SSHXSH659PX100","Rat minute virus 2a",2.198434,"Spleen","Parvoviridae","DNA Virus","M2212SSHXSH659"
"1147","M2212SSHXSH659PX100","Wenzhou virus",4.772203,"Spleen","Arenaviridae","RNA Virus","M2212SSHXSH659"
"1148","M2212SSHXSH660CX100","Rodent astrovirus 3",3248.271775,"Gut","Astroviridae","RNA Virus","M2212SSHXSH660"
"1149","M2212SSHXSH660CX100","Murine kobuvirus",301.8726,"Gut","Picornaviridae","RNA Virus","M2212SSHXSH660"
"1150","M2212SSHXSH660CX100","Rodent astrovirus 2",6.32103,"Gut","Astroviridae","RNA Virus","M2212SSHXSH660"
"1151","M2212SSHXSH660FX100","Rodent astrovirus 3",3.793444,"Lung","Astroviridae","RNA Virus","M2212SSHXSH660"
"1152","M2212SSHXSH660PX100","Rodent astrovirus 3",18.577799,"Spleen","Astroviridae","RNA Virus","M2212SSHXSH660"
"1153","M2212SZHJSH754FX100","Guangdong Rattus norvegicus arterivirus virus 2",41.40877,"Lung","Arteriviridae","RNA Virus","M2212SZHJSH754"
"1154","M2212SZHJSH754PX100","Guangdong Rattus norvegicus arterivirus virus 2",134.5514,"Spleen","Arteriviridae","RNA Virus","M2212SZHJSH754"
"1155","M2212SZHJSH755CX100","Strongyloides ratti",2.436499,"Gut","Strongyloididae","Eukaryote","M2212SZHJSH755"
"1156","M2212SZHJSH755CX100","Wenzhou virus",10797.04,"Gut","Arenaviridae","RNA Virus","M2212SZHJSH755"
"1157","M2212SZHJSH755FX100","Nippostrongylus brasiliensis",4.814182,"Lung","Ancylostomatidae","Eukaryote","M2212SZHJSH755"
"1158","M2212SZHJSH755FX100","Wenzhou virus",4023.95,"Lung","Arenaviridae","RNA Virus","M2212SZHJSH755"
"1159","M2212SZHJSH755P","Wenzhou virus",426.0619,"Spleen","Arenaviridae","RNA Virus","M2212SZHJSH755"
"1160","M2212SZHJSH756CX10","Murine kobuvirus",86.3573,"Gut","Picornaviridae","RNA Virus","M2212SZHJSH756"
"1161","M2212SZHJSH757P","Guangdong Rattus norvegicus arterivirus virus 2",27.16337,"Spleen","Arteriviridae","RNA Virus","M2212SZHJSH757"
"1162","M2212SZHJSH758P","Bartonella sp",1320.54,"Spleen","Bartonellaceae","Bacteria","M2212SZHJSH758"
"1163","M2212SZHJSH759CX100","Nippostrongylus brasiliensis",3.2455148,"Gut","Ancylostomatidae","Eukaryote","M2212SZHJSH759"
"1164","M2212SZHJSH759CX100","Strongyloides venezuelensis",14.581283,"Gut","Strongyloididae","Eukaryote","M2212SZHJSH759"
"1165","M2212SZHJSH759CX100","Murine kobuvirus",194.965848,"Gut","Picornaviridae","RNA Virus","M2212SZHJSH759"
"1166","M2212SZHJSH759CX100","Klebsiella variicola",383.3,"Gut","Enterobacteriaceae","Bacteria","M2212SZHJSH759"
"1167","M2212SZHJSH759CX100","Collinsella aerofaciens",1070.31,"Gut","Coriobacteriaceae","Bacteria","M2212SZHJSH759"
"1168","M2212SZHJSH759CX100","Guangdong Rattus norvegicus arterivirus virus 2",24.270759,"Gut","Arteriviridae","RNA Virus","M2212SZHJSH759"
"1169","M2212SZHJSH759F","Guangdong Rattus norvegicus arterivirus virus 2",12.53923,"Lung","Arteriviridae","RNA Virus","M2212SZHJSH759"
"1170","M2212SZHJSH760CN","Strongyloides venezuelensis",3.719436,"Gut","Strongyloididae","Eukaryote","M2212SZHJSH760"
"1171","M2212SZHJSH760CN","Rat minute virus 2a",18.87453,"Gut","Parvoviridae","DNA Virus","M2212SZHJSH760"
"1172","M2212SZHJSH760F","Guangdong Rattus norvegicus arterivirus virus 2",31.796748,"Lung","Arteriviridae","RNA Virus","M2212SZHJSH760"
"1173","M2212SZHJSH761CX100","Guangdong Rattus norvegicus arterivirus virus 2",53.49982,"Gut","Arteriviridae","RNA Virus","M2212SZHJSH761"
"1174","M2212SZHJSH761FX100","Guangdong Rattus norvegicus arterivirus virus 2",129.2943643,"Lung","Arteriviridae","RNA Virus","M2212SZHJSH761"
"1175","M2212SZHJSH762FX100","Guangdong Rattus norvegicus arterivirus virus 2",128.9502,"Lung","Arteriviridae","RNA Virus","M2212SZHJSH762"
"1176","M2212SZHJSH763P","Rat minute virus 2a",1123.546,"Spleen","Parvoviridae","DNA Virus","M2212SZHJSH763"
"1177","M2212SZHJSH764CX100","Rat minute virus 2a",396.2043,"Gut","Parvoviridae","DNA Virus","M2212SZHJSH764"
"1178","M2212SZHJSH764PX100","Wenzhou virus",11.484787,"Spleen","Arenaviridae","RNA Virus","M2212SZHJSH764"
"1179","M2212SZHJSH764PX100","Bartonella sp",99.7016,"Spleen","Bartonellaceae","Bacteria","M2212SZHJSH764"
"1180","M2212SZHJSH765CX100","Murine kobuvirus",30.22422,"Gut","Picornaviridae","RNA Virus","M2212SZHJSH765"
"1181","M2212SZHJSH765CX100","Strongyloides venezuelensis",1.1852632,"Gut","Strongyloididae","Eukaryote","M2212SZHJSH765"
"1182","M2212SZHJSH765PX100","Bartonella sp",92.9781,"Spleen","Bartonellaceae","Bacteria","M2212SZHJSH765"
"1183","M2212SZHJSH766CN","Rat minute virus 2a",1360.36,"Gut","Parvoviridae","DNA Virus","M2212SZHJSH766"
"1184","M2212SZHJSH766CN","Strongyloides ratti",1.051176,"Gut","Strongyloididae","Eukaryote","M2212SZHJSH766"
"1185","M2212SZHJSH766CN","Rodent astrovirus 3",27.03741,"Gut","Astroviridae","RNA Virus","M2212SZHJSH766"
"1186","M2212SZHJSH766FX100","Guangdong Rattus norvegicus arterivirus virus 2",7.38257,"Lung","Arteriviridae","RNA Virus","M2212SZHJSH766"
"1187","M2212SZHJSH766FX100","Guangdong Rattus norvegicus arterivirus virus",4.55591,"Lung","Arteriviridae","RNA Virus","M2212SZHJSH766"
"1188","M2212SZHJSH766P","Norway rat pestivirus",4.732837,"Spleen","Flaviviridae","RNA Virus","M2212SZHJSH766"
"1189","M2212SZHJSH766P","Guangdong Rattus norvegicus arterivirus virus 2",11.556232,"Spleen","Arteriviridae","RNA Virus","M2212SZHJSH766"
"1190","M2212SZHJSH768CX100","Collinsella aerofaciens",447.977,"Gut","Coriobacteriaceae","Bacteria","M2212SZHJSH768"
"1191","M2212SZHJSH768CX100","Strongyloides venezuelensis",3.370101,"Gut","Strongyloididae","Eukaryote","M2212SZHJSH768"
"1192","M2212SZHJSH768CX100","Guangdong Rattus norvegicus arterivirus virus 2",36.711397,"Gut","Arteriviridae","RNA Virus","M2212SZHJSH768"
"1193","M2212SZHJSH768FX100","Orthohantavirus seoulense",344.6056,"Lung","Hantaviridae","RNA Virus","M2212SZHJSH768"
"1194","M2212SZHJSH768FX100","Guangdong Rattus norvegicus arterivirus virus 2",150.0062,"Lung","Arteriviridae","RNA Virus","M2212SZHJSH768"
"1195","M2212SZHJSH769C","Murine kobuvirus",75.654967,"Gut","Picornaviridae","RNA Virus","M2212SZHJSH769"
"1196","M2212SZHJSH769C","Guangdong rosa-like virus",4.83069,"Gut","Picornaviridae","RNA Virus","M2212SZHJSH769"
"1197","M2212SZHJSH769C","Rodent astrovirus 3",700.235832,"Gut","Astroviridae","RNA Virus","M2212SZHJSH769"
"1198","M2212SZHJSH769F","Trypanosoma lewis",5.922823,"Lung","Trypanosomatidae","Eukaryote","M2212SZHJSH769"
"1199","M2212SZHJSH769PX100","Trypanosoma lewis",3.217419,"Spleen","Trypanosomatidae","Eukaryote","M2212SZHJSH769"
"1200","M2212SZHJSH769PX100","Rodent astrovirus 3",24.644118,"Spleen","Astroviridae","RNA Virus","M2212SZHJSH769"
"1201","M2212SZHJSH769PX100","Rat minute virus 2a",7.735504,"Spleen","Parvoviridae","DNA Virus","M2212SZHJSH769"
"1202","M2212SZHJSH770F","Guangdong murine mastadenovirus 2",1.05225,"Lung","Adenoviridae","DNA Virus","M2212SZHJSH770"
"1203","M2212SZHJSH852F","Rat minute virus 2a",12.92167,"Lung","Parvoviridae","DNA Virus","M2212SZHJSH852"
"1204","M2212SZHJSH852PX100","Norway rat pestivirus",227.2196603,"Spleen","Flaviviridae","RNA Virus","M2212SZHJSH852"
"1205","M2212SZHJSH852PX100","Bartonella kosoyi",73.4984,"Spleen","Bartonellaceae","Bacteria","M2212SZHJSH852"
"1206","M2212SZHMSW724CX100","Tritrichomonas sp",9.8001916,"Gut","Tritrichomonadidae","Eukaryote","M2212SZHMSW724"
"1207","M2212SZHMSW725CX100","Strongyloides ratti",1.020092,"Gut","Strongyloididae","Eukaryote","M2212SZHMSW725"
"1208","M2212SZHMSW726CN","Rodent astrovirus 1",2883.174467,"Gut","Astroviridae","RNA Virus","M2212SZHMSW726"
"1209","M2212SZHMSW726CN","Oxyurida sp",87.98606,"Gut","Oxyuridae","Eukaryote","M2212SZHMSW726"
"1210","M2212SZHMSW726PNX100","Rodent astrovirus 3",8.939628,"Spleen","Astroviridae","RNA Virus","M2212SZHMSW726"
"1211","M2212SZHMSW726PNX100","Rat parvovirus 1",10.9637,"Spleen","Parvoviridae","DNA Virus","M2212SZHMSW726"
"1212","M2212SZHMSW727CX100","Strongyloides ratti",2.0126769,"Gut","Strongyloididae","Eukaryote","M2212SZHMSW727"
"1213","M2212SZHMSW728CNX100","Strongyloides ratti",3.9321504,"Gut","Strongyloididae","Eukaryote","M2212SZHMSW728"
"1214","M2212SZHMSW730CX100","Chlamydia muridarum",44.8567,"Gut","Chlamydiaceae","Bacteria","M2212SZHMSW730"
"1215","M2212SZHXSH739PX100","Parabovirus A",28.08752,"Spleen","Picornaviridae","RNA Virus","M2212SZHXSH739"
"1216","M2212SZHXSH740CNX100","Rodent astrovirus 3",16.009483,"Gut","Astroviridae","RNA Virus","M2212SZHXSH740"
"1217","M2212SZHXSH741CX100","Guangdong rosa-like virus",100.683,"Gut","Picornaviridae","RNA Virus","M2212SZHXSH741"
"1218","M2212SZHXSH741CX100","Oxyurida sp",10.668576,"Gut","Oxyuridae","Eukaryote","M2212SZHXSH741"
"1219","M2212SZHXSH741FX100","Trypanosoma lewis",5.983709,"Lung","Trypanosomatidae","Eukaryote","M2212SZHXSH741"
"1220","M2212SZHXSH743CX100","Rat parvovirus 2",50.3165,"Gut","Parvoviridae","DNA Virus","M2212SZHXSH743"
"1221","M2212SZHXSH743PX100","Parabovirus A",6.44281,"Spleen","Picornaviridae","RNA Virus","M2212SZHXSH743"
"1222","M2212SZHXSH744CBN","Parabovirus A",10.845304,"Gut","Picornaviridae","RNA Virus","M2212SZHXSH744"
"1223","M2212SZHXSH744CBN","Klebsiella variicola",17789.6,"Gut","Enterobacteriaceae","Bacteria","M2212SZHXSH744"
"1224","M2212SZHXSH745CX100","Klebsiella variicola",147.021,"Gut","Enterobacteriaceae","Bacteria","M2212SZHXSH745"
"1225","M2212SZHXSH746CX100","Rodent astrovirus 3",5.14425,"Gut","Astroviridae","RNA Virus","M2212SZHXSH746"
"1226","M2212SZHXSH746PX100","Parabovirus A",1.994945,"Spleen","Picornaviridae","RNA Virus","M2212SZHXSH746"
"1227","M2212SZHXSH746PX100","Rodent astrovirus 3",2.275491,"Spleen","Astroviridae","RNA Virus","M2212SZHXSH746"
"1228","M2212SZHXSH747CX100","Murine kobuvirus",17.79433,"Gut","Picornaviridae","RNA Virus","M2212SZHXSH747"
"1229","M2212SZHXSH747P","Norway rat pestivirus",11.02686,"Spleen","Flaviviridae","RNA Virus","M2212SZHXSH747"
"1230","M2212SZHXSH748CN","Rat minute virus 2a",44.86221,"Gut","Parvoviridae","DNA Virus","M2212SZHXSH748"
"1231","M2212SZHXSH748FNX100","Norway rat pestivirus",1.654813,"Lung","Flaviviridae","RNA Virus","M2212SZHXSH748"
"1232","M2212SZHXSH748P","Bartonella kosoyi",468.903,"Spleen","Bartonellaceae","Bacteria","M2212SZHXSH748"
"1233","M2212SZHXSH748P","Norway rat pestivirus",17.58807,"Spleen","Flaviviridae","RNA Virus","M2212SZHXSH748"
"1234","M2212SZHXSH751FX100","Parabovirus A",3.182343,"Lung","Picornaviridae","RNA Virus","M2212SZHXSH751"
"1235","M2212SZHXSH751PX100","Parabovirus A",275.40854,"Spleen","Picornaviridae","RNA Virus","M2212SZHXSH751"
"1236","M2212SZHXSH753FX100","Trypanosoma lewis",17.783309,"Lung","Trypanosomatidae","Eukaryote","M2212SZHXSH753"
"1237","M2212SZHXSH753P","Rodent astrovirus 3",3.32923,"Spleen","Astroviridae","RNA Virus","M2212SZHXSH753"
"1238","M2212SZWDSW731FX100","Rat minute virus 2a",1.822459,"Lung","Parvoviridae","DNA Virus","M2212SZWDSW731"
"1239","M2212SZWDSW734CNX100","Oxyurida sp",87.13007,"Gut","Oxyuridae","Eukaryote","M2212SZWDSW734"
"1240","M2212SZWDSW735CN","Rodent astrovirus 1",50892.9069,"Gut","Astroviridae","RNA Virus","M2212SZWDSW735"
"1241","M2212SZWDSW735CN","Betacoronavirus 1",1915.19428,"Gut","Coronaviridae","RNA Virus","M2212SZWDSW735"
"1242","M2212SZWDSW735CN","Strongyloides ratti",1.765445,"Gut","Strongyloididae","Eukaryote","M2212SZWDSW735"
"1243","M2212SZWDSW735CN","Nippostrongylus brasiliensis",1.33389,"Gut","Ancylostomatidae","Eukaryote","M2212SZWDSW735"
"1244","M2212SZWDSW735CN","Tritrichomonas sp",22.401521,"Gut","Tritrichomonadidae","Eukaryote","M2212SZWDSW735"
"1245","M2212SZWDSW735CN","Giardia sp1",3.766281,"Gut","Hexamitidae","Eukaryote","M2212SZWDSW735"
"1246","M2212SZWDSW737CN","Rat minute virus 2a",44.9781,"Gut","Parvoviridae","DNA Virus","M2212SZWDSW737"
"1247","M2212SZWDSW737PNX100","Parabovirus A",67.0228,"Spleen","Picornaviridae","RNA Virus","M2212SZWDSW737"
"1248","M2212SZXTSW738PX100","Rat minute virus 2a",66.097,"Spleen","Parvoviridae","DNA Virus","M2212SZXTSW738"
"1249","M2212YFBCSH582CBNX100","Guangdong rodent arterivirus 1",29.758624,"Gut","Arteriviridae","RNA Virus","M2212YFBCSH582"
"1250","M2212YFBCSH582FB","Guangdong rodent arterivirus 1",113.9748,"Lung","Arteriviridae","RNA Virus","M2212YFBCSH582"
"1251","M2212YFBCSH584P","Rat minute virus 2a",56361.74,"Spleen","Parvoviridae","DNA Virus","M2212YFBCSH584"
"1252","M2212YFBCSW591FBX100","Pneumocystis wakefieldiae",1.5575048,"Lung","Pneumocystaceae","Eukaryote","M2212YFBCSW591"
"1253","M2212YFBCSW593CBNX100","Rabovirus A",56.208,"Gut","Picornaviridae","RNA Virus","M2212YFBCSW593"
"1254","M2212YFBCSW593CBNX100","Hypotrichomonas",1.06151,"Gut","Hypotrichomonadidae","Eukaryote","M2212YFBCSW593"
"1255","M2212YFBCSW595CB","Rat minute virus 2a",637.1609,"Gut","Parvoviridae","DNA Virus","M2212YFBCSW595"
"1256","M2212YFBCSW595FBN","Rat minute virus 2a",75.81524,"Lung","Parvoviridae","DNA Virus","M2212YFBCSW595"
"1257","M2212YFBCSW595PB","Rat minute virus 2a",272352.7616,"Spleen","Parvoviridae","DNA Virus","M2212YFBCSW595"
"1258","M2212YFCQJH583CBX100","Plagiorchis multiglandularis",470.892,"Gut","Schistosomatidae","Eukaryote","M2212YFCQJH583"
"1259","M2212YFCQJH583CBX100","Rat minute virus 2a",4.840388,"Gut","Parvoviridae","DNA Virus","M2212YFCQJH583"
"1260","M2212YFHMSH585CBX100","Betacoronavirus 1",577.73346,"Gut","Coronaviridae","RNA Virus","M2212YFHMSH585"
"1261","M2212YFHMSH585FBX100","Guangdong rodent arterivirus 1",4.2706334,"Lung","Arteriviridae","RNA Virus","M2212YFHMSH585"
"1262","M2212YFHMSW596CB","Rat minute virus 2a",2511.615,"Gut","Parvoviridae","DNA Virus","M2212YFHMSW596"
"1263","M2212YFHMSW597PB","Rat minute virus 2a",245.3313,"Spleen","Parvoviridae","DNA Virus","M2212YFHMSW597"
"1264","M2212YFHMSW600PB","Rat minute virus 2a",911.968,"Spleen","Parvoviridae","DNA Virus","M2212YFHMSW600"
"1265","M2212YFHMSW603CNX100","Rat minute virus 2a",57.6342,"Gut","Parvoviridae","DNA Virus","M2212YFHMSW603"
"1266","M2212YFHMSW603CNX100","Eimeria falciformis",2.30037,"Gut","Eimeriidae","Eukaryote","M2212YFHMSW603"
"1267","M2212YFHMSW603PB","Rat minute virus 2a",50884.61,"Spleen","Parvoviridae","DNA Virus","M2212YFHMSW603"
"1268","M2212YFHMSW603PB","Bartonella kosoyi",752.859,"Spleen","Bartonellaceae","Bacteria","M2212YFHMSW603"
"1269","M2212YFHMSW605FBX100","Hepatozoon sp",5.03012,"Lung","Hepatozoidae","Eukaryote","M2212YFHMSW605"
"1270","M2212YFShSW588FBX100","Babesia microti",11.13032,"Lung","Babesiidae","Eukaryote","M2212YFShSW588"
"1271","M2212YFShSW589CBX100","Strongyloides ratti",1.3462329,"Gut","Strongyloididae","Eukaryote","M2212YFShSW589"
"1272","M2212YFWDSW606CNX100","Trypanosoma lewis",2.086065,"Gut","Trypanosomatidae","Eukaryote","M2212YFWDSW606"
"1273","M2212YFWDSW606FB","Trypanosoma lewis",2.94937,"Lung","Trypanosomatidae","Eukaryote","M2212YFWDSW606"
"1274","M2212YFWDSW606PB","Bartonella kosoyi",5801.3,"Spleen","Bartonellaceae","Bacteria","M2212YFWDSW606"
"1275","M2212YFWDSW606PB","Rat minute virus 2a",5170.54,"Spleen","Parvoviridae","DNA Virus","M2212YFWDSW606"
"1276","M2212YFWDSW607CNX100","Rat minute virus 2a",713.7947,"Gut","Parvoviridae","DNA Virus","M2212YFWDSW607"
"1277","M2212YFWDSW607FB","Rat minute virus 2a",3012.294,"Lung","Parvoviridae","DNA Virus","M2212YFWDSW607"
"1278","M2212YFWDSW607PB","Rat minute virus 2a",178303.9292,"Spleen","Parvoviridae","DNA Virus","M2212YFWDSW607"
"1279","M2212YFWDSW608CX100","Rat minute virus 2a",289.185,"Gut","Parvoviridae","DNA Virus","M2212YFWDSW608"
"1280","M2212YFWDSW608FBX100","Rat minute virus 2a",29.65978,"Lung","Parvoviridae","DNA Virus","M2212YFWDSW608"
"1281","M2212YFWDSW609CX100","Cryptosporidium ubiquitum",17.8477,"Gut","Cryptosporidiidae","Eukaryote","M2212YFWDSW609"
"1282","M2212YFWDSW609CX100","Rat minute virus 2a",126.8256,"Gut","Parvoviridae","DNA Virus","M2212YFWDSW609"
"1283","M2212YFWDSW609FBX100","Rat minute virus 2a",11.049561,"Lung","Parvoviridae","DNA Virus","M2212YFWDSW609"
"1284","M2212YFWDSW609PB","Rat minute virus 2a",137834.9,"Spleen","Parvoviridae","DNA Virus","M2212YFWDSW609"
"1285","M2212YFWDSW610FB","Rat minute virus 2a",403.2056,"Lung","Parvoviridae","DNA Virus","M2212YFWDSW610"
"1286","M2212YFWDSW611CX100","Guangdong rodent arterivirus 2",31.250179,"Gut","Arteriviridae","RNA Virus","M2212YFWDSW611"
"1287","M2212YFWDSW611FBX100","Guangdong rodent arterivirus 2",624.6181,"Lung","Arteriviridae","RNA Virus","M2212YFWDSW611"
"1288","M2212YFWDSW613CX100","Rat minute virus 2a",2.77302,"Gut","Parvoviridae","DNA Virus","M2212YFWDSW613"
"1289","M2212YFWDSW613FBX100","Rat minute virus 2a",3.255166,"Lung","Parvoviridae","DNA Virus","M2212YFWDSW613"
"1290","M2212YFWDSW614PB","Porcine bocavirus",124.7056,"Spleen","Parvoviridae","DNA Virus","M2212YFWDSW614"
"1291","M2212YFWDSW615CX100","Strongyloides ratti",2.9832994,"Gut","Strongyloididae","Eukaryote","M2212YFWDSW615"
"1292","M2212YFWDSW615CX100","Strongyloides venezuelensis",2.3440204,"Gut","Strongyloididae","Eukaryote","M2212YFWDSW615"
